ENSG00000210100.1	MT-TI
ENSG00000210082.2	MT-RNR2
ENSG00000210184.1	MT-TS2
ENSG00000210164.1	MT-TG
ENSG00000210049.1	MT-TF
ENSG00000210077.1	MT-TV
ENSG00000198712.1	MT-CO2
ENSG00000210195.2	MT-TT
ENSG00000210127.1	MT-TA
ENSG00000210194.1	MT-TE
ENSG00000210117.1	MT-TW
ENSG00000198804.2	MT-CO1
ENSG00000210156.1	MT-TK
ENSG00000210140.1	MT-TC
ENSG00000198899.2	MT-ATP6
ENSG00000209082.1	MT-TL1
ENSG00000210176.1	MT-TH
ENSG00000228253.1	MT-ATP8
ENSG00000198695.2	MT-ND6
ENSG00000210191.1	MT-TL2
ENSG00000210151.2	MT-TS1
ENSG00000198886.2	MT-ND4
ENSG00000198840.2	MT-ND3
ENSG00000210112.1	MT-TM
ENSG00000212907.2	MT-ND4L
ENSG00000198727.2	MT-CYB
ENSG00000210196.2	MT-TP
ENSG00000198938.2	MT-CO3
ENSG00000210135.1	MT-TN
ENSG00000210107.1	MT-TQ
ENSG00000198888.2	MT-ND1
ENSG00000210154.1	MT-TD
ENSG00000198763.3	MT-ND2
ENSG00000210144.1	MT-TY
ENSG00000198786.2	MT-ND5
ENSG00000210174.1	MT-TR
ENSG00000211459.2	MT-RNR1
